customer_id,churn_flag,churn_probability_score,likely_churn_date
1351,1,0.5,2026-07-06
1352,0,0.8,
1353,1,0.5,2026-07-28
1354,1,0.5,2026-07-01
1355,0,0.3,
1356,0,0.5,
1357,1,0.5,2026-07-16
1358,0,0.5,
1359,1,0.8,2026-07-28
1360,1,0.8,2026-07-15
1361,1,0.8,2026-07-16
1362,1,0.8,2026-06-30
1363,1,0.8,2026-07-15
1364,1,0.8,2026-07-08
1365,1,0.8,2026-07-08
1366,1,0.5,2026-07-04
1367,1,0.5,2026-07-17
1368,1,0.8,2026-07-27
1369,0,0.8,
1370,1,0.8,2026-07-01
1371,1,0.5,2026-07-15
1372,0,0.8,
1373,0,0.8,
1374,0,0.5,
1375,1,0.8,2026-07-17
1376,1,0.8,2026-07-16
1377,1,0.8,2026-07-02
1378,0,0.3,
1379,0,0.8,
1380,1,0.5,2026-07-28
1381,0,0.8,
1382,0,0.5,
1383,1,0.5,2026-07-03
1384,0,0.5,
1385,1,0.8,2026-07-23
1386,1,0.8,2026-07-26
1387,0,0.5,
1388,0,0.5,
1389,0,0.5,
1390,0,0.8,
1391,0,0.1,
1392,0,0.8,
1393,0,0.5,
1394,1,0.8,2026-07-25
1395,1,0.8,2026-07-08
1396,0,0.5,
1397,1,0.8,2026-07-21
1398,1,0.5,2026-07-02
1399,1,0.8,2026-07-18
1400,1,0.8,2026-07-05
1401,1,0.8,2026-07-03
1402,1,0.8,2026-07-19
1403,0,0.3,
1404,0,0.5,
1405,0,0.5,
1406,0,0.5,
1407,0,0.5,
1408,0,0.5,
1409,1,0.8,2026-07-14
1410,1,0.5,2026-07-07
1411,1,0.8,2026-07-07
1412,1,0.8,2026-07-29
1413,0,0.5,
1414,1,0.8,2026-07-12
1415,1,0.8,2026-07-13
1416,1,0.8,2026-07-28
1417,0,0.8,
1418,1,0.8,2026-07-19
1419,1,0.8,2026-07-13
1420,1,0.8,2026-07-24
1421,0,0.8,
1422,1,0.8,2026-07-05
1423,1,0.5,2026-07-08
1424,1,0.8,2026-07-12
1425,1,0.5,2026-07-15
1426,0,0.8,
1427,1,0.5,2026-07-09
1428,0,0.5,
1429,1,0.5,2026-07-06
1430,1,0.8,2026-07-14
1431,1,0.8,2026-07-14
1432,0,0.5,
1433,1,0.8,2026-07-23
1434,1,0.8,2026-07-15
1435,1,0.8,2026-07-22
1436,1,0.8,2026-07-09
1437,1,0.8,2026-07-18
1438,1,0.5,2026-07-09
1439,1,0.5,2026-07-04
1440,1,0.8,2026-07-28
1441,0,0.5,
1442,0,0.8,
1443,1,0.8,2026-07-25
1444,0,0.5,
1445,1,0.8,2026-07-17
1446,1,0.5,2026-07-16
1447,1,0.8,2026-07-25
1448,0,0.8,
1449,1,0.8,2026-07-18
1450,1,0.5,2026-07-14
1451,1,0.8,2026-07-22
1452,0,0.5,
1453,0,0.5,
1454,1,0.8,2026-07-16
1455,1,0.5,2026-07-26
1456,1,0.5,2026-07-21
1457,1,0.8,2026-07-21
1458,1,0.5,2026-07-18
1459,1,0.8,2026-07-04
1460,0,0.5,
1461,1,0.5,2026-07-19
1462,0,0.3,
1463,0,0.5,
1464,1,0.5,2026-07-15
1465,1,0.5,2026-07-04
1466,1,0.8,2026-07-21
1467,0,0.3,
1468,1,0.5,2026-07-26
1469,1,0.8,2026-07-14
1470,1,0.5,2026-07-10
1471,1,0.5,2026-07-09
1472,1,0.8,2026-07-20
1473,1,0.5,2026-07-11
1474,1,0.8,2026-07-02
1475,1,0.8,2026-07-18
1476,1,0.8,2026-07-20
1477,0,0.5,
1478,1,0.8,2026-07-25
1479,0,0.5,
1480,1,0.8,2026-07-03
1481,0,0.1,
1482,1,0.3,2026-07-24
1483,1,0.8,2026-07-28
1484,1,0.8,2026-07-27
1485,0,0.5,
1486,0,0.8,
1487,1,0.5,2026-07-21
1488,0,0.5,
1489,1,0.8,2026-07-23
1490,1,0.8,2026-07-16
1491,1,0.5,2026-07-13
1492,0,0.5,
1493,0,0.5,
1494,1,0.8,2026-07-26
1495,1,0.5,2026-07-08
1496,0,0.5,
1497,1,0.5,2026-07-13
1498,1,0.1,2026-07-21
1499,0,0.5,
1500,1,0.8,2026-06-30
1501,0,0.5,
1502,1,0.8,2026-07-16
1503,1,0.5,2026-07-13
1504,1,0.8,2026-07-18
1505,0,0.3,
1506,0,0.3,
1507,1,0.8,2026-07-18
1508,0,0.5,
1509,0,0.8,
1510,1,0.5,2026-07-26
1511,1,0.5,2026-07-10
1512,1,0.5,2026-07-27
1513,1,0.8,2026-07-08
1514,1,0.8,2026-07-04
1515,1,0.8,2026-07-25
1516,1,0.5,2026-07-28
1517,0,0.5,
1518,1,0.5,2026-07-01
1519,1,0.8,2026-07-18
1520,1,0.8,2026-07-10
1521,1,0.5,2026-07-17
1522,0,0.1,
1523,1,0.8,2026-07-17
1524,1,0.5,2026-07-27
1525,1,0.3,2026-07-29
1526,1,0.8,2026-07-13
1527,1,0.8,2026-07-20
1528,1,0.8,2026-07-03
1529,1,0.8,2026-07-07
1530,0,0.5,
1531,1,0.8,2026-07-05
1532,0,0.5,
1533,1,0.8,2026-06-30
1534,1,0.5,2026-07-19
1535,0,0.5,
1536,1,0.8,2026-07-06
1537,1,0.8,2026-07-29
1538,0,0.8,
1539,1,0.8,2026-07-21
1540,1,0.8,2026-07-21
1541,1,0.5,2026-07-26
1542,0,0.5,
1543,1,0.3,2026-07-03
1544,1,0.8,2026-07-02
1545,1,0.8,2026-07-27
1546,0,0.8,
1547,1,0.8,2026-07-27
1548,0,0.8,
1549,0,0.5,
1550,0,0.5,
1551,1,0.8,2026-07-29
1552,1,0.8,2026-07-29
1553,0,0.8,
1554,1,0.8,2026-07-25
1555,1,0.8,2026-07-09
1556,1,0.8,2026-07-08
1557,0,0.5,
1558,1,0.5,2026-07-07
1559,0,0.1,
1560,0,0.8,
1561,1,0.8,2026-07-28
1562,1,0.8,2026-07-23
1563,1,0.8,2026-07-21
1564,0,0.5,
1565,1,0.5,2026-07-14
1566,1,0.8,2026-07-10
1567,0,0.8,
1568,0,0.5,
1569,0,0.5,
1570,1,0.8,2026-07-15
1571,1,0.5,2026-07-17
1572,0,0.8,
1573,0,0.8,
1574,1,0.8,2026-07-20
1575,1,0.8,2026-07-19
1576,1,0.8,2026-07-01
1577,1,0.8,2026-07-15
1578,1,0.8,2026-07-25
1579,1,0.8,2026-07-06
1580,1,0.8,2026-07-13
1581,1,0.8,2026-07-14
1582,1,0.8,2026-07-22
1583,0,0.5,
1584,0,0.5,
1585,0,0.5,
1586,1,0.8,2026-07-26
1587,1,0.5,2026-07-22
1588,0,0.5,
1589,1,0.5,2026-07-19
1590,1,0.8,2026-07-29
1591,0,0.5,
1592,1,0.5,2026-07-17
1593,1,0.5,2026-07-21
1594,1,0.5,2026-07-25
1595,1,0.8,2026-07-04
1596,0,0.5,
1597,1,0.8,2026-07-24
1598,1,0.8,2026-07-25
1599,1,0.8,2026-07-12
1600,1,0.5,2026-07-16
1601,1,0.5,2026-07-04
1602,1,0.5,2026-07-02
1603,1,0.8,2026-07-24
1604,0,0.5,
1605,0,0.8,
1606,1,0.8,2026-07-13
1607,1,0.8,2026-07-18
1608,0,0.1,
1609,1,0.8,2026-07-21
1610,1,0.5,2026-07-16
1611,1,0.8,2026-07-28
1612,1,0.3,2026-07-22
1613,1,0.8,2026-07-26
1614,1,0.8,2026-07-07
1615,0,0.5,
1616,1,0.8,2026-07-22
1617,0,0.5,
1618,0,0.5,
1619,1,0.5,2026-07-29
1620,1,0.5,2026-07-07
1621,1,0.8,2026-07-24
1622,1,0.8,2026-07-20
1623,0,0.5,
1624,0,0.5,
1625,1,0.8,2026-07-17
1626,0,0.5,
1627,1,0.8,2026-07-17
1628,1,0.5,2026-07-26
1629,1,0.8,2026-07-28
1630,1,0.5,2026-07-07
1631,0,0.3,
1632,0,0.5,
1633,0,0.3,
1634,1,0.5,2026-07-23
1635,1,0.8,2026-07-02
1636,1,0.8,2026-07-06
1637,0,0.1,
1638,0,0.5,
1639,0,0.1,
1640,1,0.5,2026-07-29
1641,0,0.8,
1642,1,0.5,2026-07-08
1643,1,0.8,2026-07-10
1644,0,0.5,
1645,1,0.8,2026-07-28
1646,1,0.8,2026-07-01
1647,0,0.5,
1648,0,0.8,
1649,1,0.8,2026-07-09
1650,0,0.5,
1651,1,0.8,2026-07-04
1652,1,0.8,2026-07-02
1653,1,0.5,2026-07-13
1654,1,0.8,2026-07-16
1655,0,0.3,
1656,0,0.5,
1657,1,0.8,2026-07-14
1658,1,0.8,2026-07-11
1659,1,0.8,2026-07-23
1660,0,0.5,
1661,0,0.5,
1662,0,0.5,
1663,1,0.8,2026-07-03
1664,1,0.8,2026-07-17
1665,1,0.5,2026-07-27
1666,1,0.5,2026-07-01
1667,0,0.5,
1668,1,0.5,2026-07-03
1669,0,0.8,
1670,1,0.8,2026-07-07
1671,0,0.1,
1672,1,0.8,2026-07-25
1673,1,0.5,2026-07-05
1674,0,0.1,
1675,1,0.8,2026-07-05
1676,1,0.8,2026-07-10
1677,1,0.8,2026-07-28
1678,1,0.1,2026-07-06
1679,0,0.5,
1680,1,0.8,2026-07-29
1681,1,0.8,2026-07-12
1682,1,0.5,2026-07-11
1683,0,0.8,
1684,1,0.8,2026-07-17
1685,0,0.8,
1686,1,0.8,2026-07-24
1687,1,0.5,2026-07-07
1688,1,0.8,2026-06-30
1689,0,0.5,
1690,1,0.8,2026-07-07
1691,1,0.8,2026-07-07
1692,0,0.8,
1693,1,0.8,2026-07-18
1694,1,0.8,2026-07-14
1695,1,0.5,2026-07-22
1696,1,0.8,2026-07-12
1697,1,0.8,2026-07-12
1698,0,0.5,
1699,1,0.8,2026-07-16
1700,1,0.5,2026-07-11
1701,1,0.8,2026-07-29
1702,0,0.5,
1703,0,0.1,
1704,1,0.8,2026-07-02
1705,0,0.8,
1706,1,0.8,2026-07-17
1707,1,0.8,2026-07-12
1708,1,0.8,2026-07-29
1709,1,0.8,2026-07-19
1710,1,0.5,2026-07-17
1711,0,0.1,
1712,1,0.8,2026-07-03
1713,0,0.5,
1714,1,0.5,2026-07-18
1715,1,0.5,2026-07-08
1716,0,0.5,
1717,0,0.5,
1718,1,0.5,2026-07-26
1719,0,0.1,
1720,1,0.8,2026-07-02
1721,0,0.3,
1722,1,0.8,2026-07-08
1723,1,0.8,2026-07-23
1724,1,0.8,2026-07-08
1725,1,0.8,2026-07-05
1726,1,0.5,2026-07-12
1727,0,0.5,
1728,0,0.8,
1729,0,0.8,
1730,0,0.5,
1731,0,0.8,
1732,0,0.1,
1733,1,0.8,2026-07-28
1734,1,0.5,2026-07-14
1735,0,0.1,
1736,1,0.5,2026-07-17
1737,1,0.5,2026-07-29
1738,1,0.5,2026-07-10
1739,0,0.8,
1740,1,0.8,2026-07-12
1741,1,0.8,2026-07-27
1742,0,0.5,
1743,1,0.5,2026-07-21
1744,0,0.5,
1745,0,0.5,
1746,1,0.8,2026-07-03
1747,0,0.1,
1748,1,0.8,2026-07-11
1749,1,0.8,2026-07-08
1750,1,0.5,2026-07-29
1751,1,0.8,2026-07-18
1752,1,0.8,2026-07-11
1753,0,0.5,
1754,0,0.1,
1755,1,0.8,2026-07-15
1756,1,0.3,2026-07-12
1757,1,0.5,2026-07-27
1758,1,0.5,2026-07-27
1759,1,0.5,2026-07-22
1760,1,0.8,2026-07-08
1761,0,0.5,
1762,0,0.5,
1763,1,0.8,2026-07-09
1764,1,0.5,2026-07-02
1765,1,0.8,2026-07-04
1766,1,0.8,2026-07-22
1767,0,0.5,
1768,0,0.5,
1769,1,0.5,2026-07-05
1770,0,0.5,
1771,1,0.8,2026-07-08
1772,0,0.5,
1773,0,0.1,
1774,1,0.5,2026-06-30
1775,1,0.8,2026-07-14
1776,1,0.5,2026-07-27
1777,1,0.8,2026-07-20
1778,0,0.5,
1779,0,0.8,
1780,0,0.5,
1781,0,0.5,
1782,1,0.8,2026-07-25
1783,1,0.8,2026-07-16
1784,0,0.5,
1785,1,0.8,2026-07-24
1786,0,0.8,
1787,1,0.5,2026-07-27
1788,1,0.5,2026-07-03
1789,1,0.8,2026-07-13
1790,0,0.8,
1791,1,0.5,2026-07-15
1792,0,0.8,
1793,1,0.8,2026-07-25
1794,0,0.5,
1795,1,0.8,2026-06-30
1796,0,0.8,
1797,1,0.5,2026-07-23
1798,1,0.8,2026-07-25
1799,0,0.8,
1800,1,0.8,2026-07-05
1801,0,0.5,
1802,1,0.8,2026-07-22
1803,0,0.8,
1804,1,0.8,2026-07-14
1805,1,0.8,2026-07-21
1806,1,0.8,2026-07-10
1807,0,0.8,
1808,1,0.8,2026-07-03
1809,1,0.8,2026-07-25
1810,0,0.5,
1811,0,0.8,
1812,0,0.8,
1813,1,0.8,2026-07-29
1814,1,0.8,2026-07-12
1815,1,0.8,2026-07-04
1816,1,0.8,2026-07-19
1817,1,0.8,2026-07-12
1818,1,0.5,2026-07-15
1819,1,0.8,2026-07-21
1820,0,0.5,
1821,1,0.5,2026-07-27
1822,0,0.8,
1823,0,0.8,
1824,1,0.5,2026-07-28
1825,0,0.8,
1826,1,0.8,2026-07-19
1827,1,0.8,2026-07-08
1828,1,0.8,2026-07-12
1829,0,0.5,
1830,1,0.5,2026-07-17
1831,0,0.8,
1832,0,0.5,
1833,1,0.5,2026-07-18
1834,1,0.8,2026-07-27
1835,1,0.5,2026-07-29
1836,0,0.5,
1837,1,0.8,2026-07-15
1838,1,0.8,2026-07-21
1839,1,0.5,2026-07-11
1840,1,0.5,2026-07-12
1841,0,0.5,
1842,0,0.8,
1843,0,0.5,
1844,0,0.5,
1845,1,0.8,2026-07-04
1846,1,0.8,2026-07-20
1847,1,0.8,2026-07-09
1848,0,0.3,
1849,0,0.1,
1850,1,0.8,2026-07-11
1851,1,0.8,2026-07-22
1852,1,0.8,2026-07-02
1853,1,0.8,2026-07-09
1854,0,0.8,
1855,1,0.8,2026-07-27
1856,1,0.5,2026-07-03
1857,0,0.5,
1858,1,0.8,2026-07-07
1859,1,0.8,2026-07-04
1860,1,0.8,2026-07-12
1861,1,0.8,2026-07-24
1862,1,0.8,2026-07-26
1863,1,0.8,2026-07-22
1864,0,0.5,
1865,0,0.5,
1866,1,0.5,2026-06-30
1867,0,0.5,
1868,0,0.8,
1869,1,0.8,2026-07-20
1870,0,0.5,
1871,1,0.5,2026-07-11
1872,0,0.3,
1873,1,0.8,2026-07-19
1874,1,0.5,2026-07-08
1875,1,0.5,2026-07-09
1876,1,0.8,2026-06-30
1877,0,0.8,
1878,1,0.5,2026-07-15
1879,0,0.5,
1880,0,0.5,
1881,1,0.5,2026-07-04
1882,1,0.5,2026-07-13
1883,1,0.8,2026-07-03
1884,1,0.8,2026-07-15
1885,1,0.8,2026-07-28
1886,1,0.8,2026-07-21
1887,1,0.8,2026-07-22
1888,0,0.8,
1889,0,0.1,
1890,1,0.8,2026-07-19
1891,0,0.3,
1892,1,0.8,2026-07-08
1893,1,0.8,2026-07-07
1894,0,0.8,
1895,1,0.8,2026-07-05
1896,0,0.8,
1897,0,0.5,
1898,1,0.5,2026-06-30
1899,1,0.8,2026-07-05
1900,0,0.5,
1901,1,0.5,2026-07-21
1902,1,0.8,2026-07-01
1903,1,0.8,2026-07-05
1904,1,0.8,2026-07-18
1905,1,0.8,2026-07-16
1906,1,0.5,2026-07-05
1907,1,0.8,2026-07-19
1908,0,0.8,
1909,1,0.5,2026-07-07
1910,1,0.5,2026-07-13
1911,0,0.5,
1912,1,0.5,2026-07-06
1913,0,0.5,
1914,1,0.8,2026-07-01
1915,0,0.5,
1916,0,0.5,
1917,1,0.8,2026-06-30
1918,0,0.1,
1919,0,0.5,
1920,1,0.8,2026-07-23
1921,1,0.5,2026-07-04
1922,0,0.5,
1923,0,0.5,
1924,1,0.8,2026-07-23
1925,1,0.8,2026-07-09
1926,0,0.5,
1927,1,0.8,2026-07-15
1928,1,0.8,2026-07-29
1929,1,0.8,2026-07-12
1930,0,0.8,
1931,1,0.8,2026-06-30
1932,1,0.8,2026-07-19
1933,1,0.5,2026-07-18
1934,0,0.8,
1935,0,0.8,
1936,0,0.5,
1937,1,0.8,2026-07-03
1938,1,0.8,2026-07-26
1939,1,0.5,2026-07-08
1940,0,0.5,
1941,0,0.5,
1942,1,0.3,2026-07-28
1943,0,0.5,
1944,1,0.8,2026-07-11
1945,0,0.5,
1946,0,0.8,
1947,1,0.8,2026-07-13
1948,1,0.8,2026-07-02
1949,1,0.5,2026-07-19
1950,1,0.8,2026-07-07
1951,0,0.1,
1952,1,0.5,2026-07-06
1953,0,0.5,
1954,1,0.8,2026-07-18
1955,0,0.8,
1956,1,0.8,2026-07-22
1957,1,0.8,2026-07-16
1958,1,0.5,2026-07-09
1959,1,0.8,2026-07-23
1960,1,0.8,2026-07-12
1961,1,0.5,2026-07-19
1962,1,0.8,2026-07-25
1963,1,0.8,2026-07-23
1964,1,0.3,2026-07-09
1965,1,0.8,2026-07-02
1966,0,0.8,
1967,1,0.5,2026-07-05
1968,0,0.5,
1969,1,0.8,2026-07-24
1970,1,0.5,2026-07-05
1971,0,0.5,
1972,0,0.3,
1973,1,0.8,2026-07-13
1974,1,0.8,2026-07-28
1975,1,0.8,2026-07-28
1976,1,0.8,2026-07-25
1977,1,0.8,2026-07-25
1978,1,0.8,2026-07-24
1979,1,0.8,2026-07-28
1980,1,0.5,2026-07-23
1981,1,0.8,2026-07-18
1982,0,0.5,
1983,1,0.5,2026-07-18
1984,1,0.8,2026-07-23
1985,0,0.5,
1986,1,0.5,2026-07-01
1987,0,0.5,
1988,1,0.8,2026-07-11
1989,1,0.8,2026-07-03
1990,1,0.5,2026-07-25
1991,0,0.5,
1992,1,0.3,2026-07-26
1993,1,0.1,2026-07-24
1994,1,0.8,2026-07-02
1995,1,0.8,2026-07-18
1996,0,0.5,
1997,0,0.8,
1998,1,0.8,2026-07-02
1999,1,0.8,2026-07-22
2000,0,0.8,
2001,0,0.8,
2002,1,0.8,2026-07-28
2003,1,0.8,2026-07-10
2004,0,0.5,
2005,0,0.5,
2006,1,0.5,2026-07-07
2007,0,0.5,
2008,0,0.5,
2009,1,0.8,2026-07-28
2010,1,0.8,2026-07-18
2011,1,0.8,2026-07-21
2012,0,0.5,
2013,1,0.8,2026-07-15
2014,1,0.8,2026-07-23
