customer_id,age,gender,country,registration_date,monthly_subscription,subscription_price
1211,49,Female,USA,2024-01-01,Standard,19.99
1212,24,Male,Australia,2022-11-16,Standard,19.99
1213,76,Male,Australia,2023-02-13,Standard,19.99
1214,68,Male,USA,2023-11-19,Standard,19.99
1215,39,Male,USA,2023-10-28,Basic,9.99
1216,45,Female,Canada,2023-01-18,Premium,49.99
1217,19,Male,India,2023-03-25,Basic,9.99
1218,59,Male,Canada,2023-06-14,Standard,19.99
1219,62,Male,Canada,2023-04-08,Basic,9.99
1220,79,Female,USA,2022-05-04,Basic,9.99
1221,74,Male,USA,2022-09-11,Standard,19.99
1222,70,Female,India,2022-08-19,Basic,9.99
1223,23,Female,Australia,2022-03-07,Standard,19.99
1224,45,Female,Canada,2022-12-13,Basic,9.99
1225,45,Female,India,2022-01-22,Standard,19.99
1226,61,Female,Canada,2023-08-26,Standard,19.99
1227,61,Female,Australia,2023-07-22,Basic,9.99
1228,37,Female,Canada,2022-08-24,Premium,49.99
1229,47,Male,UK,2023-08-26,Basic,9.99
1230,79,Male,India,2022-08-14,Basic,9.99
1231,28,Female,USA,2022-01-08,Standard,19.99
1232,75,Male,Canada,2022-03-14,Standard,19.99
1233,72,Male,India,2023-12-26,Standard,19.99
1234,45,Female,India,2023-10-09,Basic,9.99
1235,42,Male,Canada,2022-03-02,Premium,49.99
1236,56,Female,USA,2022-08-23,Standard,19.99
1237,79,Male,USA,2022-03-11,Basic,9.99
1238,50,Female,Canada,2022-02-02,Basic,9.99
1239,18,Female,India,2022-12-05,Premium,49.99
1240,74,Male,USA,2022-03-14,Standard,19.99
1241,44,Male,Canada,2023-06-11,Basic,9.99
1242,79,Female,Canada,2022-09-01,Basic,9.99
1243,74,Female,Canada,2022-10-13,Basic,9.99
1244,69,Female,India,2023-11-17,Standard,19.99
1245,30,Male,USA,2023-05-13,Premium,49.99
1246,58,Male,India,2022-08-08,Standard,19.99
1247,20,Male,UK,2023-07-07,Standard,19.99
1248,56,Male,USA,2022-05-16,Premium,49.99
1249,23,Female,India,2023-08-08,Standard,19.99
1250,25,Female,USA,2023-08-14,Standard,19.99
1251,44,Female,UK,2023-04-30,Basic,9.99
1252,26,Female,Australia,2022-09-06,Standard,19.99
1253,79,Male,Canada,2023-04-30,Standard,19.99
1254,54,Female,India,2023-02-21,Basic,9.99
1255,50,Female,UK,2022-07-14,Premium,49.99
1256,68,Male,UK,2022-04-07,Premium,49.99
1257,59,Male,USA,2022-04-10,Standard,19.99
1258,61,Female,USA,2023-11-06,Standard,19.99
1259,41,Male,Canada,2023-03-18,Standard,19.99
1260,32,Female,USA,2022-12-29,Basic,9.99
1261,76,Male,India,2023-03-10,Basic,9.99
1262,71,Male,India,2023-02-25,Standard,19.99
1263,49,Female,India,2023-04-24,Standard,19.99
1264,49,Male,Australia,2022-02-25,Premium,49.99
1265,41,Female,India,2023-11-21,Basic,9.99
1266,58,Male,USA,2023-11-01,Standard,19.99
1267,69,Male,USA,2023-10-24,Standard,19.99
1268,66,Male,India,2022-04-11,Standard,19.99
1269,79,Male,UK,2022-03-04,Premium,49.99
1270,66,Male,UK,2023-02-17,Premium,49.99
1271,75,Female,UK,2022-12-14,Basic,9.99
1272,69,Male,Canada,2022-04-22,Basic,9.99
1273,29,Female,Australia,2022-09-12,Basic,9.99
1274,79,Male,India,2022-07-16,Standard,19.99
1275,56,Female,Canada,2022-07-14,Basic,9.99
1276,19,Male,UK,2023-07-04,Standard,19.99
1277,20,Female,India,2023-04-05,Standard,19.99
1278,66,Female,Canada,2022-05-24,Standard,19.99
1279,54,Male,USA,2023-03-09,Standard,19.99
1280,66,Male,UK,2022-07-07,Standard,19.99
1281,73,Male,Canada,2022-10-13,Standard,19.99
1282,34,Female,USA,2023-04-19,Basic,9.99
1283,76,Female,UK,2022-09-13,Standard,19.99
1284,66,Male,Australia,2022-03-19,Standard,19.99
1285,19,Male,UK,2023-03-30,Standard,19.99
1286,19,Female,Australia,2023-07-18,Premium,49.99
1287,45,Female,Australia,2022-04-11,Premium,49.99
1288,71,Male,Australia,2022-02-21,Premium,49.99
1289,40,Female,India,2023-10-30,Basic,9.99
1290,54,Male,India,2023-07-08,Standard,19.99
1291,49,Male,Australia,2022-01-16,Basic,9.99
1292,50,Male,USA,2022-04-06,Basic,9.99
1293,18,Female,Australia,2022-08-31,Basic,9.99
1294,36,Female,Canada,2022-06-20,Basic,9.99
1295,79,Female,Australia,2023-02-21,Basic,9.99
1296,19,Female,India,2023-05-13,Standard,19.99
1297,70,Male,India,2023-05-08,Premium,49.99
1298,61,Female,Canada,2022-08-07,Basic,9.99
1299,43,Male,Canada,2023-02-15,Premium,49.99
1300,49,Male,UK,2022-03-02,Basic,9.99
1301,23,Male,USA,2022-06-18,Basic,9.99
1302,49,Female,USA,2023-01-24,Standard,19.99
1303,72,Male,USA,2022-01-03,Standard,19.99
1304,21,Male,India,2023-02-04,Basic,9.99
1305,72,Female,USA,2022-09-29,Basic,9.99
1306,28,Male,UK,2023-04-11,Standard,19.99
1307,73,Female,UK,2022-10-20,Basic,9.99
1308,76,Female,USA,2023-03-10,Standard,19.99
1309,34,Female,Canada,2023-12-15,Standard,19.99
1310,55,Male,UK,2023-07-24,Basic,9.99
1311,41,Female,Canada,2023-11-09,Premium,49.99
1312,22,Female,India,2023-05-14,Basic,9.99
1313,69,Female,UK,2022-06-08,Standard,19.99
1314,51,Female,Canada,2022-07-14,Standard,19.99
1315,23,Male,USA,2022-10-31,Premium,49.99
1316,39,Female,India,2022-08-11,Standard,19.99
1317,28,Male,Australia,2022-03-01,Standard,19.99
1318,65,Female,Australia,2023-08-17,Basic,9.99
1319,33,Male,USA,2023-07-10,Standard,19.99
1320,50,Female,India,2022-03-04,Standard,19.99
1321,26,Male,India,2022-11-18,Standard,19.99
1322,77,Female,India,2022-02-28,Premium,49.99
1323,76,Male,India,2022-02-21,Basic,9.99
1324,23,Male,Australia,2023-08-22,Premium,49.99
1325,33,Male,Canada,2023-05-04,Premium,49.99
1326,46,Female,India,2023-05-30,Standard,19.99
1327,20,Male,Canada,2023-06-28,Standard,19.99
1328,37,Male,India,2022-06-11,Basic,9.99
1329,77,Male,UK,2022-02-28,Premium,49.99
1330,76,Male,UK,2023-06-05,Basic,9.99
1331,53,Female,UK,2022-03-24,Standard,19.99
1332,36,Male,India,2022-07-10,Standard,19.99
1333,43,Male,Canada,2022-03-12,Premium,49.99
1334,20,Male,Australia,2023-09-02,Standard,19.99
1335,36,Female,USA,2022-03-11,Standard,19.99
1336,37,Male,Australia,2023-11-23,Basic,9.99
1337,49,Male,India,2022-08-29,Basic,9.99
1338,24,Male,UK,2023-02-18,Basic,9.99
1339,69,Male,UK,2022-05-03,Premium,49.99
1340,58,Female,Canada,2023-08-07,Standard,19.99
1341,50,Male,India,2022-09-10,Standard,19.99
1342,57,Male,Australia,2023-08-16,Standard,19.99
1343,56,Female,India,2023-09-01,Standard,19.99
1344,35,Female,India,2022-02-10,Basic,9.99
1345,57,Female,UK,2023-09-27,Basic,9.99
1346,18,Male,Australia,2022-03-25,Basic,9.99
1347,28,Female,USA,2023-03-06,Standard,19.99
1348,45,Male,UK,2023-11-05,Basic,9.99
1349,74,Female,Australia,2023-08-21,Standard,19.99
1350,42,Male,Canada,2023-08-02,Standard,19.99
1351,67,Female,UK,2023-06-20,Standard,19.99
1352,40,Male,Canada,2022-11-20,Basic,9.99
1353,48,Female,UK,2022-09-25,Basic,9.99
1354,47,Male,India,2022-07-29,Basic,9.99
1355,59,Male,Australia,2023-11-17,Standard,19.99
1356,52,Male,Canada,2022-11-18,Basic,9.99
1357,24,Male,UK,2022-09-02,Premium,49.99
1358,77,Male,Canada,2022-09-29,Standard,19.99
1359,33,Male,UK,2023-02-10,Basic,9.99
1360,43,Male,UK,2022-05-15,Standard,19.99
1361,65,Male,USA,2023-11-19,Standard,19.99
1362,74,Female,USA,2023-10-23,Standard,19.99
1363,69,Male,USA,2022-11-04,Basic,9.99
1364,77,Male,Canada,2023-04-14,Basic,9.99
1365,66,Female,India,2022-11-20,Basic,9.99
1366,19,Male,UK,2022-03-16,Basic,9.99
1367,18,Female,Australia,2022-01-10,Standard,19.99
1368,65,Male,USA,2023-04-15,Standard,19.99
1369,79,Female,Canada,2023-09-29,Premium,49.99
1370,29,Female,Canada,2023-07-31,Basic,9.99
1371,22,Male,Canada,2022-04-13,Basic,9.99
1372,54,Female,Australia,2022-03-17,Standard,19.99
1373,49,Male,Australia,2023-07-05,Basic,9.99
1374,76,Male,USA,2022-08-07,Basic,9.99
1375,72,Male,Australia,2023-06-03,Standard,19.99
1376,26,Male,USA,2022-09-29,Basic,9.99
1377,58,Female,Australia,2022-05-16,Standard,19.99
1378,52,Male,Australia,2022-12-24,Basic,9.99
1379,36,Female,Australia,2022-03-12,Standard,19.99
1380,65,Female,USA,2022-09-08,Premium,49.99
1381,33,Male,UK,2023-01-14,Basic,9.99
1382,20,Male,USA,2022-10-19,Premium,49.99
1383,37,Male,UK,2022-06-11,Standard,19.99
1384,41,Male,Canada,2023-03-25,Premium,49.99
1385,71,Female,Canada,2023-07-11,Basic,9.99
1386,73,Male,USA,2023-12-22,Standard,19.99
1387,50,Female,UK,2022-11-06,Standard,19.99
1388,41,Male,UK,2023-09-19,Standard,19.99
1389,69,Male,UK,2023-11-01,Standard,19.99
1390,28,Male,Canada,2023-06-26,Standard,19.99
1391,66,Male,USA,2022-01-09,Premium,49.99
1392,25,Female,India,2023-11-15,Basic,9.99
1393,53,Female,UK,2023-07-22,Basic,9.99
1394,55,Male,UK,2022-11-03,Standard,19.99
1395,57,Female,India,2023-11-11,Standard,19.99
1396,37,Female,USA,2022-04-17,Standard,19.99
1397,79,Male,UK,2022-05-18,Standard,19.99
1398,52,Male,USA,2022-09-28,Premium,49.99
1399,65,Female,UK,2022-04-29,Standard,19.99
1400,79,Female,Australia,2022-04-20,Basic,9.99
1401,42,Female,UK,2023-07-21,Basic,9.99
1402,52,Female,Australia,2022-06-09,Premium,49.99
1403,42,Male,USA,2022-10-06,Standard,19.99
1404,46,Male,UK,2022-10-16,Premium,49.99
1405,35,Female,Canada,2023-09-12,Basic,9.99
1406,63,Male,Canada,2022-08-04,Standard,19.99
1407,35,Female,India,2022-12-18,Standard,19.99
1408,19,Female,Canada,2022-07-28,Basic,9.99
1409,71,Male,Australia,2023-12-05,Standard,19.99
1410,52,Female,Canada,2023-10-12,Standard,19.99
1411,33,Female,Canada,2022-09-28,Standard,19.99
1412,78,Male,Canada,2023-06-02,Premium,49.99
1413,58,Male,UK,2023-05-16,Premium,49.99
1414,53,Female,India,2022-09-15,Premium,49.99
1415,50,Female,USA,2022-02-22,Premium,49.99
1416,21,Male,India,2022-04-05,Standard,19.99
1417,50,Female,Australia,2023-10-12,Basic,9.99
1418,31,Female,UK,2023-03-10,Premium,49.99
1419,38,Male,UK,2022-10-11,Standard,19.99
1420,65,Male,Canada,2022-02-15,Basic,9.99
1421,37,Male,Canada,2022-01-04,Standard,19.99
1422,73,Male,Australia,2022-12-08,Basic,9.99
1423,25,Male,UK,2022-05-14,Standard,19.99
1424,24,Male,USA,2023-10-15,Basic,9.99
1425,20,Female,India,2022-09-26,Basic,9.99
1426,34,Female,UK,2022-06-15,Premium,49.99
1427,50,Male,USA,2023-03-29,Standard,19.99
1428,65,Male,USA,2023-07-19,Standard,19.99
1429,29,Female,India,2023-12-24,Standard,19.99
1430,76,Female,USA,2023-03-14,Premium,49.99
1431,68,Female,Australia,2023-07-29,Standard,19.99
1432,39,Male,USA,2022-01-10,Standard,19.99
1433,72,Male,Australia,2022-04-25,Premium,49.99
1434,39,Female,USA,2022-03-19,Basic,9.99
1435,63,Male,Canada,2023-12-09,Premium,49.99
1436,47,Male,USA,2022-06-02,Standard,19.99
1437,55,Male,Australia,2023-07-13,Standard,19.99
1438,55,Female,USA,2022-02-06,Basic,9.99
1439,62,Female,USA,2023-01-14,Standard,19.99
1440,68,Male,USA,2023-08-20,Standard,19.99
1441,71,Male,Australia,2023-07-20,Premium,49.99
1442,25,Male,USA,2022-06-01,Premium,49.99
1443,44,Male,India,2023-03-17,Premium,49.99
1444,44,Male,India,2022-05-11,Basic,9.99
1445,51,Female,Australia,2022-02-12,Premium,49.99
1446,38,Male,Canada,2022-11-12,Standard,19.99
1447,47,Male,India,2023-01-09,Premium,49.99
1448,50,Male,UK,2022-02-10,Basic,9.99
1449,45,Female,India,2023-01-02,Standard,19.99
1450,64,Female,UK,2022-08-04,Premium,49.99
1451,50,Male,Australia,2023-11-30,Premium,49.99
1452,22,Female,Canada,2022-09-13,Standard,19.99
1453,77,Female,UK,2023-11-14,Standard,19.99
1454,78,Female,UK,2022-04-16,Basic,9.99
1455,65,Female,India,2022-12-29,Standard,19.99
1456,36,Female,UK,2023-07-28,Standard,19.99
1457,21,Female,Australia,2023-02-21,Basic,9.99
1458,52,Male,Australia,2023-09-28,Basic,9.99
1459,66,Female,Australia,2022-06-08,Basic,9.99
1460,34,Female,India,2022-08-31,Standard,19.99
1461,61,Male,Canada,2022-06-16,Basic,9.99
1462,45,Male,India,2022-07-01,Standard,19.99
1463,47,Male,Australia,2023-02-27,Basic,9.99
1464,46,Male,India,2022-01-26,Standard,19.99
1465,63,Female,Australia,2022-07-03,Standard,19.99
1466,70,Female,USA,2022-12-07,Standard,19.99
1467,23,Female,USA,2023-02-26,Standard,19.99
1468,52,Female,UK,2023-11-17,Standard,19.99
1469,77,Male,Canada,2022-09-12,Basic,9.99
1470,58,Female,USA,2022-10-01,Premium,49.99
1471,54,Female,Australia,2022-06-13,Basic,9.99
1472,41,Male,India,2023-12-20,Basic,9.99
1473,46,Female,India,2022-04-21,Standard,19.99
1474,66,Female,UK,2023-01-27,Basic,9.99
1475,63,Female,India,2022-02-09,Premium,49.99
1476,70,Female,USA,2023-04-27,Basic,9.99
1477,48,Male,India,2022-08-16,Standard,19.99
1478,52,Male,USA,2022-07-24,Basic,9.99
1479,77,Male,USA,2023-04-17,Basic,9.99
1480,50,Male,Canada,2022-12-25,Basic,9.99
1481,69,Male,UK,2022-11-09,Premium,49.99
1482,78,Female,Australia,2022-08-22,Premium,49.99
1483,38,Female,USA,2022-08-17,Standard,19.99
1484,49,Male,UK,2022-01-25,Premium,49.99
1485,40,Male,Australia,2023-11-07,Standard,19.99
1486,50,Male,India,2022-07-17,Premium,49.99
1487,20,Female,UK,2023-02-13,Premium,49.99
1488,35,Male,UK,2022-12-03,Basic,9.99
1489,42,Female,UK,2022-10-13,Standard,19.99
1490,59,Female,India,2022-03-13,Standard,19.99
1491,48,Female,India,2022-10-13,Basic,9.99
1492,71,Female,UK,2022-12-26,Basic,9.99
1493,75,Male,Canada,2023-10-19,Premium,49.99
1494,20,Female,USA,2023-06-06,Premium,49.99
1495,57,Female,India,2023-02-14,Standard,19.99
1496,63,Male,Canada,2023-11-27,Premium,49.99
1497,41,Female,India,2023-07-04,Premium,49.99
1498,67,Female,UK,2022-12-06,Basic,9.99
1499,49,Female,Canada,2022-01-29,Basic,9.99
1500,64,Male,Australia,2022-04-29,Basic,9.99
1501,39,Female,USA,2022-09-25,Basic,9.99
1502,40,Female,USA,2022-07-02,Basic,9.99
1503,19,Male,India,2023-08-18,Standard,19.99
1504,44,Male,USA,2022-09-29,Premium,49.99
1505,59,Female,Australia,2022-02-09,Premium,49.99
1506,19,Female,Canada,2022-04-22,Standard,19.99
1507,43,Male,Canada,2023-09-03,Premium,49.99
1508,34,Female,UK,2023-03-21,Standard,19.99
1509,57,Male,Canada,2022-12-20,Premium,49.99
1510,50,Female,India,2022-11-18,Standard,19.99
1511,26,Male,Australia,2023-03-23,Basic,9.99
1512,60,Female,UK,2023-09-13,Premium,49.99
1513,71,Male,India,2023-06-08,Basic,9.99
1514,65,Male,India,2022-04-29,Standard,19.99
1515,56,Male,India,2023-01-30,Basic,9.99
1516,46,Male,USA,2023-08-14,Standard,19.99
1517,59,Male,India,2022-07-14,Premium,49.99
1518,72,Female,USA,2022-09-18,Basic,9.99
1519,43,Female,Canada,2022-02-15,Premium,49.99
1520,52,Male,USA,2023-12-27,Basic,9.99
1521,67,Female,India,2023-03-23,Basic,9.99
1522,42,Female,Australia,2022-01-02,Basic,9.99
1523,41,Female,Australia,2023-06-17,Standard,19.99
1524,30,Female,Canada,2023-07-06,Basic,9.99
1525,77,Female,India,2023-12-05,Standard,19.99
1526,75,Female,USA,2023-11-18,Basic,9.99
1527,24,Male,Australia,2022-07-21,Basic,9.99
1528,74,Female,UK,2023-01-08,Standard,19.99
1529,53,Female,India,2023-03-18,Basic,9.99
1530,62,Female,India,2022-03-13,Basic,9.99
1531,37,Male,UK,2023-11-12,Basic,9.99
1532,18,Female,Australia,2022-12-05,Standard,19.99
