customer_id,account_age_days,login_count_last_30,login_count_last_90,days_since_last_login,content_views_last_30,content_views_last_90,support_tickets_count,support_satisfaction_score,num_features_used,monthly_active_days,avg_session_length_minutes,profile_completion_percentage
1167,1121,10,81,45,185,931,10,1.585318531657915,4,8,6.134283254026532,78
1168,1532,7,48,53,400,947,3,,5,18,99.45447365031978,92
1169,1000,3,67,178,358,585,9,3.429867777200524,1,5,41.56958482301745,79
1170,1335,5,44,347,495,807,17,4.528084571648538,7,15,73.11566427104773,63
1171,986,0,87,262,365,159,4,,10,23,35.747538962061924,77
1172,1121,22,31,347,311,428,14,,6,25,58.8965692576495,66
1173,1017,8,54,266,482,735,7,4.431685897318788,5,13,93.61651618752437,41
1174,1437,20,10,39,373,245,2,,1,2,90.49208754951394,100
1175,1484,29,63,5,492,971,13,4.729765675389688,3,15,62.24759850074589,98
1176,1258,22,15,207,7,631,6,3.9836690428045465,7,22,66.44735463866452,74
1177,1475,7,84,270,350,623,1,4.858589535013804,9,28,30.882886462685708,39
1178,1088,11,17,263,180,975,1,2.5163790634418715,6,3,43.86523854073282,61
1179,1097,26,69,60,148,306,15,,4,0,89.8729580460883,80
1180,1640,6,39,329,263,845,1,4.569975632958075,8,1,45.91056734828261,88
1181,1027,10,38,181,54,5,11,1.7446308255811953,6,0,16.653844561744016,92
1182,1309,6,10,270,263,920,4,4.65243644974864,1,4,93.48647483075295,62
1183,1140,7,60,202,191,306,11,1.7287281613477283,5,3,118.77746336486777,86
1184,1621,5,17,181,382,444,0,4.482056281245334,4,3,26.800212917949796,35
1185,1526,4,50,215,380,339,1,,4,30,60.118923301736764,64
1186,1269,3,53,250,281,507,4,4.057570838342234,7,16,88.48937400586563,79
1187,1326,4,14,55,405,21,4,,9,0,93.2492694162602,60
1188,1395,1,86,175,219,999,19,2.7373140597400965,5,9,60.8818630464428,84
1189,1581,7,79,78,373,523,5,,2,27,35.30603408321411,61
1190,1394,21,54,101,242,723,3,3.009335774514092,3,6,119.14344186566971,49
1191,1060,7,15,67,205,39,8,4.71639332610992,7,0,75.89374618946762,41
1192,1560,27,6,194,208,537,9,4.9204973647423875,4,10,53.99872355243156,37
1193,1553,16,54,329,26,311,3,,5,30,45.36781908446806,83
1194,1143,7,40,24,93,41,0,,6,6,37.81145154898382,65
1195,1570,29,77,51,220,189,8,2.4543249706710024,5,3,16.142030409939338,31
1196,1095,21,70,66,169,369,11,3.355644301440181,10,11,32.399005292196264,65
1197,1512,6,74,196,44,908,3,,10,3,9.719477500428004,54
1198,1509,6,90,228,473,101,2,3.4760414762168517,5,23,59.53282981223709,55
1199,965,17,19,22,65,196,13,2.0101020303841426,9,11,107.91499821164744,87
1200,1154,20,15,223,34,494,13,4.80977691721527,1,5,73.90267116224089,46
1201,1078,9,5,289,31,813,6,2.5899753122039404,9,27,64.0510850900927,39
1202,1471,5,56,260,196,575,12,2.085976755825418,3,0,23.400351373614864,57
1203,1369,18,89,4,450,950,16,3.831016085165118,9,8,39.89216970678146,58
1204,1100,9,90,137,282,121,5,,9,7,38.56197896968891,48
1205,1019,30,35,68,138,894,1,1.9960322972993927,4,17,18.36125638455893,74
1206,1207,20,77,188,166,85,17,,3,13,108.30861233413542,67
1207,1424,10,7,320,417,10,11,,5,5,34.438529362786866,32
1208,1088,17,84,298,54,739,12,2.0293806752570207,10,17,28.708286053966045,86
1209,934,7,41,137,104,595,20,4.011590790613395,3,14,31.648161403301117,85
1210,1435,11,18,245,47,507,5,4.26239195055819,3,6,70.51066828079233,53
1211,910,20,36,10,158,166,5,3.7494673016018294,4,2,21.50507139627336,84
1212,1321,7,58,330,496,412,3,1.549165181123156,1,19,16.468943457719973,79
1213,1232,0,14,6,390,850,20,1.5287161841494719,2,8,21.403094663760168,31
1214,953,25,1,54,277,753,10,1.339860773155738,3,15,92.36225146597542,86
1215,975,26,20,157,169,490,4,,9,22,35.75751365841084,99
1216,1258,3,2,22,52,557,9,,7,4,5.139198376977441,58
1217,1192,0,29,218,197,150,11,1.9035375690964136,7,21,106.68575005388175,44
1218,1111,15,21,56,114,104,9,3.4627870718754763,2,11,111.18175485238994,40
1219,1178,28,5,309,77,182,13,3.398445939462348,7,4,107.70851848078101,68
1220,1517,19,36,178,448,106,8,3.6469268610808996,5,25,109.30323531329832,39
1221,1387,25,0,76,398,671,4,2.5623982979862507,8,26,12.741067990763952,84
1222,1410,30,35,74,46,330,4,,7,11,41.721314689768434,84
1223,1575,15,88,211,308,812,20,4.208563713551469,4,12,53.14585762600611,93
1224,1294,17,68,252,272,549,7,3.323855749217303,7,16,71.45579054436195,58
1225,1619,22,11,120,185,2,6,1.068618606400443,9,15,115.12581371041504,44
1226,1038,1,44,184,434,869,4,,3,26,103.13090367930043,83
1227,1073,7,26,114,28,764,4,,3,12,89.3043747770033,84
1228,1405,11,6,359,54,678,18,,10,27,23.189917567903986,48
1229,1038,11,18,40,125,78,0,4.254845035567726,3,24,25.978818826548334,47
1230,1415,23,67,357,485,306,15,2.3493479622594604,1,9,17.795666627042323,37
1231,1633,28,82,16,309,769,5,1.0434703050968253,7,21,114.04782575173152,88
1232,1568,17,33,292,256,313,7,1.6272025487371562,2,16,48.41943221138061,46
1233,916,23,27,205,316,57,7,4.290019862234465,9,19,101.79699379115598,89
1234,994,15,40,334,328,414,12,,6,20,53.78551730807138,64
1235,1580,3,13,39,185,617,10,,5,5,67.28031022283004,38
1236,1406,6,76,5,387,931,9,,4,20,111.85821949483588,60
1237,1571,8,10,291,289,45,18,2.9352279617095176,1,10,15.719257544752583,69
1238,1608,0,45,144,490,407,16,,7,23,45.92128866905596,46
1239,1302,22,86,49,169,417,16,,3,0,72.52518356999731,78
1240,1568,15,75,19,148,165,4,1.3150114382864198,2,30,87.62321134381412,57
1241,1114,25,87,334,72,787,5,3.0064796661228175,10,20,65.17801502329206,73
1242,1397,14,16,173,148,368,19,2.7236057829860716,7,7,29.014373717129907,39
1243,1355,30,19,290,321,509,3,1.5704900850748214,5,17,104.76637275091498,41
1244,955,15,12,232,160,173,9,,5,18,46.782750566582195,41
1245,1143,2,22,363,395,471,8,4.913935043097326,8,20,111.2784887936073,45
1246,1421,18,62,20,186,879,9,4.428003836264715,3,14,47.174210577719755,70
1247,1088,11,10,349,211,518,14,,1,19,117.40463829818874,37
1248,1505,23,31,358,420,574,0,,2,9,48.21949417288353,81
1249,1056,27,9,114,198,895,14,2.3957518477999447,8,20,66.53831186528912,89
1250,1050,3,10,92,374,110,12,1.797883999393,6,2,41.48775916083683,92
1251,1156,6,89,243,58,285,14,,3,30,59.04626769374375,57
1252,1392,10,72,16,307,792,12,,6,25,54.46262000154327,90
1253,1156,6,6,108,444,23,13,,3,2,21.299857780075,65
1254,1224,12,10,152,447,729,14,3.0991117720039156,5,5,100.51314552262694,41
1255,1446,28,54,175,493,771,9,,6,30,53.1966239615299,90
1256,1544,17,88,82,494,713,13,3.77160574705353,7,26,6.142123524132894,55
1257,1541,2,85,296,315,148,10,4.294015286534102,6,0,22.30822215302011,88
1258,966,29,18,255,442,324,3,3.695781243037779,5,16,88.06289438473314,87
1259,1199,30,16,324,230,654,18,,4,23,117.58867872193863,83
1260,1278,22,69,85,307,386,6,4.809507524703712,10,30,6.6526670573613575,76
1261,1207,0,38,157,257,838,3,3.595646709175353,8,13,52.194483246273045,75
1262,1220,26,69,218,267,997,10,,3,14,54.26411560109981,52
1263,1162,17,76,83,277,446,12,,7,20,37.57356171116718,42
1264,1585,2,13,45,332,16,19,1.41470120836511,10,29,67.6443802302013,86
1265,951,16,74,16,341,296,13,,8,17,48.82418057447394,55
1266,971,27,60,63,179,990,14,4.281671900894028,7,0,113.05593310359147,58
1267,979,16,36,137,450,674,8,4.610692256544178,7,21,32.778760496363915,83
1268,1540,1,1,13,78,809,11,3.0758529847870584,10,10,43.53534288404312,85
1269,1578,7,71,200,98,631,20,1.2063239753643167,10,13,19.820103407129984,79
1270,1228,23,22,206,462,325,16,,4,3,86.6528591300158,46
1271,1293,16,15,323,295,803,12,3.5092735265691686,5,26,68.58413348563846,71
1272,1529,6,11,47,13,447,0,3.3731527672126473,1,19,86.37123009206604,40
1273,1386,18,48,12,380,751,4,3.537852604135924,6,5,32.5680166858443,58
1274,1444,9,24,274,430,251,12,3.6370307818576353,5,2,112.52222773830216,32
1275,1446,20,74,52,56,470,19,,3,9,35.12938751190566,53
1276,1091,2,9,253,432,370,6,2.964147829873605,1,13,13.461236513774747,39
1277,1181,6,87,214,192,911,10,2.8035141172572686,3,5,39.35682301347057,52
1278,1497,21,72,323,310,875,1,,6,11,60.649764160926225,99
1279,1208,0,20,267,379,260,3,,1,17,7.649390135477593,95
1280,1453,24,19,110,443,373,3,1.1179904737335362,3,7,14.595917453546432,46
1281,1355,8,35,246,102,976,2,3.205988456366197,5,14,90.69736244556567,93
1282,1167,13,65,204,472,197,8,,5,30,50.17498133207022,69
1283,1385,5,26,249,221,904,14,3.9883170804880237,6,19,17.36929785340279,79
1284,1563,13,25,290,180,382,20,2.7976135363354993,1,30,63.80603316502511,82
1285,1187,9,77,330,486,988,16,1.1197598014667616,3,25,42.10833362772674,53
1286,1077,11,31,37,110,672,11,4.118058214022305,2,0,41.63775123025199,31
1287,1540,22,42,109,238,581,10,3.2465623338888627,7,9,74.20721977502214,97
1288,1589,6,13,287,142,733,19,4.2297059851858805,2,18,107.65636231244402,83
1289,973,21,55,162,416,327,6,,8,15,10.381062059699493,65
1290,1087,13,15,63,231,175,19,2.5314300726777885,10,0,37.779245131099024,30
1291,1625,29,59,145,67,861,12,,9,29,65.66407356037817,73
1292,1545,20,2,35,240,97,13,2.0986941849347844,6,12,14.173229031203476,70
1293,1398,15,78,24,201,305,14,3.5643885423884547,2,26,47.99919953820058,43
1294,1470,0,28,24,422,10,4,,6,27,84.0738748631562,85
1295,1224,7,21,45,97,741,11,3.1502334770430633,1,29,84.14774373040878,36
1296,1143,8,5,56,24,969,9,,6,22,75.46632279483377,78
1297,1148,8,89,87,473,141,18,1.5051548278132878,3,24,72.17498464209449,82
1298,1422,20,57,342,62,534,16,,8,21,61.36194167494912,65
1299,1230,10,61,115,47,270,9,2.412038789943314,4,21,79.42044131126889,56
1300,1580,22,9,38,497,506,1,,4,14,99.12881608517412,54
1301,1472,15,13,174,106,833,18,3.0557092684048066,6,24,113.60385623469892,88
1302,1252,20,19,258,54,936,4,,6,12,117.1324385853832,95
1303,1638,6,51,96,35,284,13,,5,30,105.03060870902881,43
1304,1241,4,59,54,381,112,7,,8,5,35.677016923482846,90
1305,1369,21,67,231,180,271,3,1.3362670646437058,7,6,22.32130531703472,94
1306,1175,13,65,170,27,451,8,1.1965376033968251,7,23,111.72229527382301,54
1307,1348,9,24,206,90,608,8,2.9744649087970987,7,3,83.33346035879266,61
1308,1207,30,14,112,58,54,1,1.955068530614596,9,3,36.67783991279807,81
1309,927,12,50,51,112,751,8,1.6841164763488665,4,11,78.24340945571022,66
1310,1071,23,0,48,94,515,19,2.2212967530657033,4,5,41.23793738607977,38
1311,963,5,23,170,460,466,4,3.6641255162537303,7,10,7.395087483631299,63
1312,1142,28,9,87,347,778,0,4.878166123444741,10,0,61.155344213695315,61
1313,1482,15,14,23,419,17,18,2.162634278397531,4,16,62.86184414655003,48
1314,1446,24,12,51,155,823,10,3.9392600164050173,9,8,81.29197996815093,62
1315,1337,11,58,6,423,361,9,4.565489665205211,10,15,17.967522748133582,96
1316,1418,23,81,10,75,420,7,1.5665325032828568,8,0,33.10229756997661,85
1317,1581,11,26,45,99,942,12,4.861812242088433,9,28,109.92490192253868,97
1318,1047,5,33,347,178,909,10,2.669177143134668,5,9,26.915856411505462,96
1319,1085,22,43,313,62,443,14,4.170102262268678,6,9,17.67191642142115,31
1320,1578,15,87,75,238,697,4,2.159127104991529,9,21,23.69978461354407,92
1321,1319,9,8,150,7,464,1,,10,3,11.117227458671783,69
1322,1582,0,55,180,338,854,0,,3,11,106.05304105263603,94
1323,1589,21,71,79,488,88,8,,4,13,72.3008561924091,40
1324,1042,9,28,16,242,955,11,,7,13,50.898064309316,42
1325,1152,28,33,154,305,318,5,3.715692844269645,6,25,71.48925297711254,55
1326,1126,8,17,213,283,204,9,2.189336585005077,8,17,26.087799841434382,85
1327,1097,3,17,269,226,710,10,3.7406531188666374,6,14,45.732292415067214,89
1328,1479,13,52,236,14,934,17,,7,2,91.92349237328278,68
1329,1582,25,31,297,262,382,4,4.599649654792982,5,1,91.86354493489372,80
1330,1120,4,51,343,3,473,16,1.2173849369483913,1,8,100.43784326620366,43
1331,1558,10,76,49,420,297,18,2.325230385789696,1,3,90.15438804202535,95
1332,1450,23,6,359,104,528,4,4.869113847473402,3,7,107.93101923691695,49
1333,1570,9,80,159,368,959,0,3.494655689232787,4,3,12.721337117285325,49
1334,1031,19,15,266,49,253,6,,1,26,63.1675180497678,80
1335,1571,1,15,153,207,495,5,4.366883213750371,9,8,99.49394274851237,86
1336,949,27,84,315,63,442,4,1.7392314118649415,4,5,63.82422466048182,99
1337,1400,6,60,245,148,296,3,2.971856545428616,5,12,49.36939072035298,43
1338,1227,14,53,217,75,28,9,3.2568363365360913,1,18,39.8175805354089,86
1339,1518,1,45,71,239,903,14,,3,11,62.57341365085207,94
1340,1057,6,44,361,268,399,16,,3,11,80.43233933083003,73
1341,1388,14,17,142,401,780,9,1.2728404377746587,8,12,115.69382611104484,53
1342,1048,18,90,259,397,674,16,,6,18,114.84737863230215,74
1343,1032,18,79,206,34,46,0,1.6367186973006818,2,21,17.215350064895283,90
1344,1600,10,29,121,53,921,5,2.5363338516895135,7,29,12.402538784754,62
1345,1006,3,4,37,226,781,11,4.362717420740707,3,10,17.381015757869612,87
1346,1557,12,17,326,293,569,6,,8,14,83.06763744279945,58
1347,1211,6,20,222,416,541,6,,1,20,115.380718871174,42
1348,967,6,4,71,457,5,11,3.2731801136309158,2,10,26.310000967022315,97
1349,1043,15,24,106,292,847,15,2.425940770461525,9,27,20.85545668142681,38
1350,1062,14,54,320,192,894,2,1.5087695354934736,9,9,16.604995456052286,93
1351,1105,7,6,307,276,338,0,,5,29,100.2370776154765,79
1352,1317,22,45,34,446,892,5,1.2991084913737714,10,7,103.1174499134896,94
1353,1373,9,51,316,29,559,3,4.7477075432953635,5,20,8.44747341209347,73
1354,1431,13,33,102,171,909,1,,9,26,89.39535698223898,37
1355,955,7,63,37,412,970,18,3.8123633216322497,1,11,117.82144489241954,83
1356,1319,19,78,41,454,564,15,2.0820336259403756,1,3,9.094009750400645,94
1357,1396,7,83,179,220,489,9,4.505799203260709,4,0,112.09335145626964,33
1358,1369,24,25,273,311,880,12,3.9516942804484025,9,15,10.996148023898522,78
1359,1235,22,16,220,359,437,17,,8,3,108.17187380641785,77
1360,1506,11,24,175,223,940,1,,2,18,6.155709781642829,82
1361,953,23,68,290,23,821,0,1.9996896032280294,1,2,11.515277658196737,86
1362,980,5,36,22,160,358,19,1.9769773780730011,5,4,74.7042422052409,91
1363,1333,21,15,336,39,78,8,1.823443844763316,6,28,110.23659936157925,58
1364,1172,14,38,187,399,564,9,1.9768231668127827,5,10,85.24374404745701,94
